customer_id,gender,age,payment_method
C768393,Female,60.0,Credit Card
C882218,Male,51.0,Credit Card
C199995,Male,55.0,Credit Card
C114926,Male,31.0,Credit Card
C613529,Male,66.0,Debit Card
C123350,Female,53.0,Credit Card
C292898,Male,53.0,Debit Card
C326300,Female,20.0,Credit Card
C145392,Female,38.0,Credit Card
C112723,Female,39.0,Cash
C251746,Female,20.0,Cash
C218573,Female,58.0,Credit Card
C327747,Female,23.0,Debit Card
C125235,Female,20.0,Credit Card
C912437,Female,60.0,Cash
C260930,Male,64.0,Debit Card
C231377,Female,33.0,Credit Card
C227390,Female,34.0,Credit Card
C259547,Female,57.0,Cash
C228079,Female,42.0,Cash
C324258,Male,46.0,Cash
C334500,Female,23.0,Credit Card
C323247,Male,67.0,Credit Card
C259160,Female,48.0,Debit Card
C205434,Female,61.0,Debit Card
C119943,Female,29.0,Credit Card
C117068,Female,67.0,Cash
C252541,Male,30.0,Credit Card
C522570,Female,39.0,Cash
C807934,Female,58.0,Cash
C441653,Female,27.0,Cash
C420380,Female,68.0,Cash
C255558,Female,20.0,Cash
C190218,Male,25.0,Cash
C177089,Male,37.0,Credit Card
C149318,Male,51.0,Credit Card
C269643,Male,35.0,Credit Card
C224631,Female,66.0,Credit Card
C249819,Female,19.0,Cash
C188572,Female,49.0,Credit Card
C133192,Male,34.0,Cash
C325316,Male,35.0,Cash
C999653,Female,38.0,Credit Card
C201644,Female,40.0,Credit Card
C197338,Female,51.0,Cash
C176409,Female,24.0,Credit Card
C222757,Female,27.0,Cash
C539286,Female,39.0,Cash
C157461,Female,51.0,Credit Card
C624296,Female,50.0,Cash
C255935,Male,56.0,Cash
C197684,Female,69.0,Credit Card
C151271,Male,39.0,Credit Card
C644269,Female,25.0,Cash
C127049,Female,65.0,Cash
C701615,Female,65.0,Cash
C300162,Female,23.0,Cash
C201011,Female,52.0,Cash
C206577,Male,61.0,Cash
C295175,Male,60.0,Debit Card
C238617,Female,23.0,Cash
C290066,Female,36.0,Credit Card
C300352,Female,20.0,Debit Card
C113210,Male,50.0,Cash
C305711,Female,61.0,Cash
C265000,Female,57.0,Debit Card
C287704,Male,66.0,Cash
C158542,Female,33.0,Debit Card
C106996,Female,22.0,Credit Card
C716788,Female,49.0,Cash
C224461,Female,65.0,Cash
C280903,Female,66.0,Credit Card
C291082,Female,52.0,Cash
C871355,Male,33.0,Credit Card
C353845,Male,57.0,Credit Card
C550599,Female,21.0,Credit Card
C260609,Male,36.0,Cash
C268711,Female,20.0,Debit Card
C132823,Female,55.0,Cash
C482283,Male,58.0,Credit Card
C641509,Male,35.0,Debit Card
C208022,Female,22.0,Credit Card
C191400,Female,23.0,Cash
C182823,Female,64.0,Cash
C322274,Female,38.0,Cash
C209218,Female,44.0,Cash
C150315,Female,22.0,Credit Card
C205157,Male,45.0,Cash
C110975,Female,52.0,Cash
C296690,Male,38.0,Cash
C339173,Male,53.0,Credit Card
C311599,Female,47.0,Cash
C189614,Female,27.0,Credit Card
C330346,Female,52.0,Credit Card
C128481,Female,20.0,Cash
C236041,Female,69.0,Debit Card
C665887,Male,46.0,Cash
C144604,Female,31.0,Credit Card
C247102,Female,45.0,Cash
C196547,Female,48.0,Cash
C337004,Male,52.0,Cash
C301952,Female,28.0,Debit Card
C178374,Female,41.0,Credit Card
C226863,Female,50.0,Credit Card
C238438,Female,22.0,Debit Card
C140779,Female,54.0,Debit Card
C178544,Female,28.0,Credit Card
C310032,Male,47.0,Credit Card
C198322,Female,40.0,Cash
C491268,Female,51.0,Credit Card
C235791,Female,56.0,Cash
C224650,Male,54.0,Credit Card
C516019,Female,31.0,Cash
C105660,Female,26.0,Debit Card
C158849,Male,31.0,Cash
C329694,Male,18.0,Cash
C899218,Female,64.0,Credit Card
C232831,Female,64.0,Cash
C243049,Female,21.0,Cash
C223057,Female,63.0,Credit Card
C263899,Male,34.0,Credit Card
C579018,Female,19.0,Credit Card
C145741,Male,53.0,Credit Card
C246864,Female,21.0,Cash
C212604,Male,37.0,Credit Card
C236859,Female,44.0,Credit Card
C232445,Female,59.0,Debit Card
C182517,Female,49.0,Cash
C912054,Male,68.0,Debit Card
C524258,Female,51.0,Cash
C111564,Male,47.0,Debit Card
C233128,Male,43.0,Debit Card
C351060,Male,48.0,Cash
C286008,Male,66.0,Cash
C305310,Male,42.0,Cash
C182861,Female,68.0,Cash
C348796,Male,53.0,Debit Card
C211397,Male,63.0,Cash
C168122,Male,22.0,Cash
C161921,Female,42.0,Cash
C283584,Female,67.0,Cash
C196647,Male,64.0,Debit Card
C691940,Female,27.0,Cash
C710706,Male,65.0,Debit Card
C590424,Male,56.0,Credit Card
C106773,Female,50.0,Cash
C585252,Female,31.0,Cash
C189942,Female,23.0,Cash
C215749,Female,28.0,Cash
C158844,Female,54.0,Credit Card
C602002,Female,26.0,Credit Card
C490489,Female,24.0,Debit Card
C138963,Male,24.0,Credit Card
C309672,Male,21.0,Debit Card
C314515,Female,61.0,Cash
C489494,Female,53.0,Cash
C122673,Female,21.0,Credit Card
C184090,Male,57.0,Debit Card
C395837,Male,34.0,Debit Card
C100778,Female,69.0,Credit Card
C926608,Female,18.0,Cash
C147002,Female,45.0,Cash
C417584,Male,18.0,Credit Card
C296756,Female,45.0,Credit Card
C643075,Female,61.0,Debit Card
C232594,Female,40.0,Cash
C261134,Female,43.0,Debit Card
C228242,Male,19.0,Debit Card
C225206,Male,23.0,Cash
C302356,Male,44.0,Credit Card
C241538,Female,59.0,Credit Card
C507707,Female,60.0,Debit Card
C192736,Male,66.0,Credit Card
C339429,Female,33.0,Debit Card
C524507,Male,52.0,Credit Card
C315475,Male,32.0,Credit Card
C730414,Male,61.0,Credit Card
C348835,Male,58.0,Debit Card
C759283,Female,53.0,Cash
C317781,Male,36.0,Debit Card
C269498,Male,32.0,Cash
C208694,Female,57.0,Credit Card
C141659,Male,42.0,Credit Card
C263085,Male,38.0,Credit Card
C428609,Male,41.0,Credit Card
C103459,Female,46.0,Cash
C334851,Female,25.0,Cash
C153455,Female,26.0,Cash
C333542,Female,56.0,Credit Card
C532865,Female,18.0,Cash
C112544,Female,56.0,Credit Card
C265936,Female,58.0,Debit Card
C151305,Male,56.0,Cash
C257333,Female,42.0,Credit Card
C332133,Male,28.0,Credit Card
C494184,Female,41.0,Credit Card
C308589,Female,30.0,Credit Card
C227426,Male,60.0,Credit Card
C173085,Female,66.0,Credit Card
C160066,Female,40.0,Cash
C117747,Female,30.0,Credit Card
C991190,Female,28.0,Credit Card
C202895,Female,22.0,Cash
C577533,Male,54.0,Cash
C770658,Female,64.0,Cash
C135865,Female,64.0,Cash
C174782,Male,56.0,Cash
C149799,Female,42.0,Debit Card
C296567,Male,50.0,Credit Card
C482049,Female,21.0,Credit Card
C336471,Female,66.0,Credit Card
C173290,Female,64.0,Cash
C167335,Female,50.0,Debit Card
C201459,Male,48.0,Credit Card
C112766,Female,46.0,Credit Card
C564488,Male,66.0,Credit Card
C129386,Male,29.0,Cash
C929207,Female,31.0,Cash
C113778,Male,37.0,Credit Card
C221790,Female,65.0,Credit Card
C941931,Male,69.0,Debit Card
C272727,Female,62.0,Debit Card
C105522,Female,67.0,Debit Card
C196104,Female,27.0,Cash
C419234,Male,65.0,Cash
C479142,Female,42.0,Debit Card
C247770,Male,68.0,Cash
C177367,Female,31.0,Debit Card
C315483,Female,54.0,Credit Card
C205585,Male,45.0,Cash
C123429,Male,64.0,Debit Card
C229101,Male,32.0,Cash
C189514,Male,47.0,Cash
C811398,Female,62.0,Credit Card
C357471,Female,60.0,Credit Card
C159002,Female,18.0,Cash
C100753,Male,44.0,Cash
C139174,Female,40.0,Credit Card
C319211,Male,18.0,Cash
C333527,Female,40.0,Credit Card
C829546,Female,56.0,Cash
C159918,Female,48.0,Credit Card
C286195,Male,21.0,Cash
C134069,Male,33.0,Credit Card
C276608,Female,45.0,Credit Card
C266349,Female,33.0,Cash
C270262,Female,33.0,Cash
C651346,Female,67.0,Cash
C213755,Female,40.0,Cash
C264525,Male,58.0,Cash
C839318,Male,30.0,Cash
C242332,Female,67.0,Cash
C138337,Male,24.0,Credit Card
C327289,Male,23.0,Cash
C386155,Male,69.0,Debit Card
C119433,Female,51.0,Cash
C439052,Male,44.0,Credit Card
C162066,Female,63.0,Cash
C320011,Male,52.0,Cash
C103021,Female,32.0,Credit Card
C485617,Female,64.0,Credit Card
C194975,Female,19.0,Credit Card
C151962,Male,42.0,Credit Card
C768214,Male,68.0,Credit Card
C672113,Female,63.0,Cash
C266148,Female,33.0,Credit Card
C763424,Female,69.0,Credit Card
C249182,Female,53.0,Credit Card
C399642,Male,62.0,Credit Card
C300343,Female,40.0,Cash
C217485,Female,52.0,Credit Card
C165669,Female,21.0,Credit Card
C144866,Male,33.0,Cash
C189048,Male,67.0,Cash
C753020,Male,59.0,Cash
C153252,Female,28.0,Debit Card
C279370,Female,64.0,Cash
C954571,Female,45.0,Cash
C192763,Female,66.0,Cash
C328062,Female,19.0,Credit Card
C167499,Female,51.0,Cash
C159214,Male,30.0,Cash
C262615,Male,18.0,Credit Card
C324025,Male,23.0,Credit Card
C377390,Female,62.0,Cash
C814633,Female,66.0,Debit Card
C296971,Male,51.0,Credit Card
C589953,Male,62.0,Credit Card
C337968,Female,43.0,Credit Card
C255900,Female,36.0,Cash
C226246,Female,60.0,Debit Card
C186316,Female,21.0,Credit Card
C332657,Female,45.0,Credit Card
C151372,Male,42.0,Credit Card
C172392,Female,24.0,Credit Card
C229839,Female,56.0,Cash
C331372,Male,55.0,Credit Card
C114488,Female,63.0,Credit Card
C194532,Female,61.0,Cash
C294052,Female,29.0,Credit Card
C353637,Female,62.0,Cash
C190913,Male,47.0,Cash
C950070,Male,34.0,Cash
C210086,Male,37.0,Debit Card
C230457,Male,51.0,Cash
C225336,Male,27.0,Cash
C313450,Female,27.0,Credit Card
C272883,Female,54.0,Debit Card
C135770,Male,24.0,Credit Card
C293507,Male,52.0,Cash
C317267,Female,26.0,Cash
C470522,Female,24.0,Cash
C322729,Female,47.0,Cash
C298329,Female,20.0,Cash
C532661,Female,35.0,Cash
C109929,Female,45.0,Credit Card
C128356,Female,28.0,Debit Card
C325327,Female,43.0,Credit Card
C229120,Male,39.0,Credit Card
C555040,Male,27.0,Credit Card
C286428,Female,55.0,Cash
C334674,Female,34.0,Cash
C214977,Male,27.0,Credit Card
C305051,Female,51.0,Debit Card
C263275,Female,19.0,Credit Card
C316538,Female,48.0,Cash
C783273,Female,43.0,Cash
C316418,Female,53.0,Cash
C304895,Male,69.0,Cash
C190977,Female,43.0,Credit Card
C102175,Male,43.0,Debit Card
C197013,Female,56.0,Debit Card
C294048,Male,64.0,Credit Card
C187595,Female,54.0,Cash
C222520,Female,28.0,Cash
C615103,Male,38.0,Credit Card
C287482,Male,44.0,Credit Card
C266796,Female,43.0,Debit Card
C147879,Female,65.0,Cash
C523120,Female,37.0,Cash
C295305,Female,69.0,Cash
C276069,Female,33.0,Cash
C992589,Female,39.0,Cash
C365386,Male,30.0,Cash
C296519,Female,42.0,Cash
C164654,Female,45.0,Cash
C210671,Female,23.0,Credit Card
C155945,Female,33.0,Cash
C239829,Male,59.0,Credit Card
C117910,Female,32.0,Credit Card
C103341,Female,18.0,Debit Card
C424137,Male,50.0,Credit Card
C211752,Male,19.0,Debit Card
C105747,Male,35.0,Debit Card
C104164,Male,23.0,Credit Card
C157842,Female,23.0,Credit Card
C314979,Female,32.0,Cash
C301664,Female,18.0,Credit Card
C324287,Male,24.0,Credit Card
C357630,Female,40.0,Cash
C270818,Male,34.0,Cash
C262469,Female,61.0,Credit Card
C955171,Female,28.0,Cash
C759149,Female,52.0,Debit Card
C145716,Female,18.0,Cash
C268803,Female,20.0,Cash
C168146,Female,62.0,Cash
C536767,Male,37.0,Cash
C148007,Male,39.0,Cash
C787527,Female,33.0,Credit Card
C150345,Female,46.0,Debit Card
C126750,Female,68.0,Credit Card
C237926,Male,51.0,Debit Card
C226912,Male,65.0,Debit Card
C568077,Female,48.0,Cash
C228000,Male,30.0,Credit Card
C241137,Female,56.0,Credit Card
C548880,Male,46.0,Cash
C285738,Female,37.0,Debit Card
C193094,Male,53.0,Cash
C559103,Male,28.0,Cash
C223613,Male,55.0,Cash
C229403,Female,66.0,Debit Card
C333053,Male,32.0,Credit Card
C313030,Female,65.0,Cash
C320793,Male,28.0,Credit Card
C167613,Male,36.0,Credit Card
C132071,Male,44.0,Credit Card
C703012,Male,47.0,Debit Card
C387319,Female,24.0,Credit Card
C224570,Female,56.0,Cash
C210662,Female,57.0,Cash
C162000,Female,24.0,Credit Card
C922658,Female,64.0,Credit Card
C197988,Male,26.0,Debit Card
C303980,Male,57.0,Cash
C220931,Male,18.0,Credit Card
C116204,Male,51.0,Cash
C196590,Female,61.0,Credit Card
C940140,Female,69.0,Credit Card
C166963,Female,51.0,Cash
C166301,Female,54.0,Cash
C109382,Female,65.0,Credit Card
C249778,Male,22.0,Credit Card
C858560,Female,51.0,Cash
C579520,Female,35.0,Credit Card
C132018,Female,28.0,Credit Card
C875962,Female,19.0,Debit Card
C584370,Female,59.0,Credit Card
C203572,Male,58.0,Credit Card
C285132,Male,63.0,Cash
C781050,Male,61.0,Cash
C180128,Male,49.0,Cash
C181937,Male,67.0,Cash
C249222,Male,33.0,Credit Card
C736192,Male,38.0,Credit Card
C174927,Female,23.0,Debit Card
C121416,Female,22.0,Credit Card
C180586,Female,51.0,Debit Card
C298454,Female,18.0,Credit Card
C240010,Female,41.0,Credit Card
C225616,Female,44.0,Debit Card
C100980,Female,40.0,Cash
C691103,Female,42.0,Cash
C470532,Male,27.0,Credit Card
C736128,Female,39.0,Credit Card
C181216,Female,41.0,Credit Card
C213042,Female,56.0,Credit Card
C180446,Male,48.0,Cash
C187036,Female,33.0,Cash
C183234,Male,58.0,Cash
C643106,Female,42.0,Cash
C232941,Female,53.0,Cash
C114459,Male,37.0,Credit Card
C137879,Male,29.0,Cash
C282553,Female,61.0,Cash
C112301,Male,31.0,Debit Card
C156111,Male,24.0,Debit Card
C647373,Male,55.0,Cash
C144618,Female,68.0,Debit Card
C122254,Female,20.0,Cash
C101654,Female,28.0,Cash
C144466,Male,66.0,Credit Card
C780792,Male,25.0,Debit Card
C220077,Male,53.0,Cash
C479178,Female,45.0,Debit Card
C146002,Female,46.0,Credit Card
C179279,Male,48.0,Cash
C100722,Female,41.0,Cash
C188328,Female,20.0,Credit Card
C194767,Male,29.0,Credit Card
C217854,Female,49.0,Cash
C260611,Male,48.0,Credit Card
C146839,Male,36.0,Credit Card
C989009,Male,51.0,Credit Card
C420311,Female,45.0,Debit Card
C224986,Female,58.0,Cash
C729074,Female,25.0,Credit Card
C136332,Male,66.0,Cash
C253105,Female,33.0,Cash
C167091,Male,56.0,Cash
C616034,Female,46.0,Cash
C200041,Female,22.0,Debit Card
C162983,Female,57.0,Cash
C969290,Female,63.0,Credit Card
C276902,Female,43.0,Credit Card
C989203,Female,45.0,Cash
C339575,Male,45.0,Cash
C125719,Female,55.0,Debit Card
C123782,Female,33.0,Cash
C622845,Male,23.0,Cash
C615753,Female,28.0,Credit Card
C435256,Female,41.0,Cash
C650109,Female,40.0,Cash
C326270,Male,66.0,Debit Card
C170086,Female,28.0,Cash
C254702,Male,18.0,Debit Card
C356893,Female,52.0,Credit Card
C858069,Female,57.0,Credit Card
C489244,Male,40.0,Credit Card
C671502,Female,55.0,Cash
C411548,Male,27.0,Cash
C291694,Male,23.0,Credit Card
C675137,Male,44.0,Credit Card
C226220,Male,61.0,Cash
C431144,Female,59.0,Credit Card
C227659,Male,27.0,Credit Card
C288786,Female,49.0,Debit Card
C242647,Female,34.0,Cash
C626735,Female,42.0,Credit Card
C417756,Female,63.0,Debit Card
C682555,Male,68.0,Cash
C183546,Female,39.0,Cash
C298584,Female,32.0,Cash
C525141,Female,21.0,Credit Card
C321663,Male,20.0,Cash
C216833,Female,34.0,Cash
C322879,Female,29.0,Credit Card
C110984,Female,46.0,Credit Card
C201034,Female,55.0,Debit Card
C946541,Female,41.0,Cash
C323729,Male,33.0,Cash
C588699,Female,48.0,Debit Card
C207079,Male,25.0,Debit Card
C817361,Female,64.0,Cash
C352761,Male,42.0,Credit Card
C191277,Female,52.0,Credit Card
C297061,Female,34.0,Cash
C264552,Female,52.0,Credit Card
C178075,Female,56.0,Cash
C178821,Female,28.0,Credit Card
C448023,Male,61.0,Cash
C214906,Female,19.0,Credit Card
C178144,Female,51.0,Cash
C222586,Male,55.0,Cash
C120000,Male,63.0,Cash
C882204,Male,37.0,Cash
C331136,Male,68.0,Cash
C289000,Male,64.0,Credit Card
C120331,Female,44.0,Debit Card
C155908,Female,64.0,Credit Card
C227851,Female,58.0,Cash
C291134,Female,34.0,Debit Card
C120158,Male,44.0,Debit Card
C562397,Male,42.0,Debit Card
C285880,Female,67.0,Credit Card
C940886,Female,35.0,Cash
C311291,Female,65.0,Credit Card
C862193,Male,53.0,Cash
C302423,Male,62.0,Cash
C594356,Female,25.0,Credit Card
C399778,Female,40.0,Cash
C154975,Female,37.0,Debit Card
C159614,Male,63.0,Cash
C169606,Female,26.0,Cash
C144628,Female,45.0,Cash
C310034,Male,19.0,Credit Card
C257626,Female,46.0,Credit Card
C262819,Female,27.0,Cash
C986610,Male,44.0,Credit Card
C129145,Female,59.0,Credit Card
C504947,Male,59.0,Credit Card
C208668,Female,18.0,Cash
C826259,Female,55.0,Cash
C172271,Male,66.0,Cash
C313188,Female,31.0,Cash
C213517,Female,64.0,Credit Card
C731412,Male,48.0,Credit Card
C761886,Female,62.0,Credit Card
C201780,Male,55.0,Cash
C395454,Male,45.0,Cash
C598783,Male,22.0,Cash
C189027,Male,57.0,Credit Card
C172603,Male,53.0,Cash
C196576,Male,29.0,Cash
C325719,Female,65.0,Cash
C206166,Female,46.0,Debit Card
C150222,Male,26.0,Credit Card
C260851,Female,26.0,Debit Card
C494403,Female,37.0,Cash
C508853,Female,69.0,Cash
C272233,Female,29.0,Cash
C215780,Female,19.0,Cash
C788785,Female,39.0,Cash
C165028,Female,40.0,Credit Card
C330460,Female,65.0,Credit Card
C187567,Male,56.0,Debit Card
C251013,Male,60.0,Cash
C154455,Female,54.0,Credit Card
C513396,Female,20.0,Debit Card
C284857,Female,36.0,Cash
C214850,Female,68.0,Cash
C897368,Male,26.0,Cash
C141226,Female,45.0,Cash
C607830,Male,28.0,Cash
C298266,Female,64.0,Credit Card
C114249,Female,47.0,Debit Card
C495378,Female,51.0,Credit Card
C136282,Female,39.0,Credit Card
C138571,Male,27.0,Cash
C854149,Male,51.0,Cash
C181952,Female,52.0,Cash
C221682,Female,60.0,Credit Card
C519946,Female,54.0,Credit Card
C314794,Male,42.0,Credit Card
C139904,Female,56.0,Credit Card
C232821,Female,47.0,Debit Card
C261500,Female,33.0,Debit Card
C230956,Female,50.0,Debit Card
C278116,Female,39.0,Cash
C115819,Male,20.0,Credit Card
C603935,Female,64.0,Debit Card
C770317,Female,31.0,Cash
C232302,Female,59.0,Cash
C260820,Female,64.0,Cash
C160811,Female,42.0,Cash
C266335,Female,67.0,Credit Card
C185677,Female,56.0,Credit Card
C995687,Female,61.0,Debit Card
C167303,Female,22.0,Cash
C188862,Female,25.0,Cash
C375015,Male,35.0,Debit Card
C676930,Female,61.0,Credit Card
C105433,Female,25.0,Cash
C233924,Male,30.0,Credit Card
C511843,Female,41.0,Credit Card
C211483,Male,35.0,Credit Card
C616584,Female,52.0,Cash
C216575,Female,52.0,Cash
C256797,Female,32.0,Credit Card
C133173,Female,44.0,Credit Card
C230135,Male,42.0,Cash
C136921,Male,34.0,Cash
C307343,Male,55.0,Credit Card
C197151,Female,40.0,Credit Card
C304297,Female,25.0,Debit Card
C410232,Female,51.0,Debit Card
C455808,Female,51.0,Cash
C315213,Female,25.0,Debit Card
C228017,Female,63.0,Credit Card
C275539,Female,49.0,Credit Card
C291449,Female,41.0,Cash
C194780,Male,59.0,Credit Card
C660552,Female,35.0,Cash
C291307,Female,20.0,Cash
C293770,Female,58.0,Cash
C209794,Female,51.0,Debit Card
C285833,Female,31.0,Credit Card
C238154,Female,69.0,Debit Card
C206190,Female,57.0,Cash
C807958,Male,66.0,Credit Card
C308328,Female,48.0,Credit Card
C173977,Female,42.0,Debit Card
C138277,Female,34.0,Credit Card
C396571,Female,20.0,Debit Card
C325702,Female,66.0,Cash
C793509,Female,61.0,Cash
C302413,Female,62.0,Credit Card
C170320,Female,33.0,Credit Card
C325654,Male,33.0,Cash
C960815,Female,22.0,Cash
C186566,Male,33.0,Cash
C794536,Female,44.0,Credit Card
C311348,Female,58.0,Credit Card
C248835,Male,53.0,Credit Card
C161128,Female,47.0,Debit Card
C495411,Female,63.0,Cash
C274762,Male,45.0,Cash
C166315,Male,18.0,Cash
C164639,Male,34.0,Debit Card
C434096,Female,31.0,Cash
C299090,Female,60.0,Cash
C319347,Female,55.0,Credit Card
C228603,Female,47.0,Cash
C156505,Male,57.0,Credit Card
C194451,Female,68.0,Credit Card
C134547,Female,26.0,Credit Card
C119244,Female,42.0,Credit Card
C998912,Female,27.0,Cash
C235284,Female,23.0,Debit Card
C228394,Female,39.0,Cash
C419696,Male,42.0,Cash
C310544,Male,64.0,Cash
C286736,Male,19.0,Credit Card
C250437,Male,21.0,Cash
C183686,Female,61.0,Credit Card
C315221,Male,29.0,Credit Card
C242366,Female,27.0,Cash
C114312,Female,32.0,Cash
C136117,Female,57.0,Debit Card
C222356,Female,49.0,Credit Card
C292125,Male,63.0,Cash
C162334,Female,57.0,Credit Card
C283786,Female,30.0,Credit Card
C481106,Female,27.0,Credit Card
C179822,Male,62.0,Credit Card
C786248,Male,32.0,Cash
C279579,Male,68.0,Cash
C701142,Male,49.0,Cash
C101451,Male,54.0,Debit Card
C137340,Male,31.0,Debit Card
C254705,Female,66.0,Debit Card
C173493,Female,60.0,Cash
C245426,Female,40.0,Debit Card
C334915,Male,29.0,Credit Card
C180877,Female,50.0,Cash
C157067,Male,53.0,Debit Card
C116497,Female,30.0,Cash
C774809,Female,42.0,Debit Card
C938745,Male,27.0,Cash
C251658,Female,21.0,Credit Card
C862407,Male,58.0,Debit Card
C159644,Male,58.0,Cash
C210896,Male,63.0,Debit Card
C230871,Female,48.0,Credit Card
C147048,Female,48.0,Cash
C269946,Female,59.0,Cash
C667452,Male,60.0,Cash
C264061,Male,28.0,Credit Card
C204218,Female,67.0,Cash
C188288,Female,22.0,Cash
C311120,Male,41.0,Credit Card
C238551,Female,21.0,Credit Card
C202262,Male,69.0,Credit Card
C282380,Male,67.0,Cash
C201312,Female,64.0,Credit Card
C253555,Female,38.0,Cash
C362946,Female,21.0,Cash
C118927,Female,67.0,Cash
C202376,Male,55.0,Cash
C177962,Female,62.0,Cash
C145237,Male,42.0,Credit Card
C165518,Male,31.0,Debit Card
C158855,Female,32.0,Cash
C221022,Female,28.0,Credit Card
C590010,Female,23.0,Cash
C168090,Female,20.0,Credit Card
C155574,Male,47.0,Cash
C682306,Male,41.0,Cash
C117084,Female,63.0,Credit Card
C305389,Male,32.0,Credit Card
C284546,Female,44.0,Credit Card
C739311,Male,24.0,Cash
C646582,Male,58.0,Credit Card
C315537,Female,18.0,Cash
C398152,Female,19.0,Cash
C302988,Female,39.0,Cash
C971865,Male,43.0,Cash
C151464,Female,38.0,Credit Card
C390272,Male,23.0,Credit Card
C838957,Male,39.0,Credit Card
C730219,Male,53.0,Debit Card
C239180,Female,20.0,Credit Card
C172917,Male,46.0,Debit Card
C311789,Male,35.0,Credit Card
C174828,Female,51.0,Cash
C230874,Female,56.0,Credit Card
C187983,Male,54.0,Cash
C171927,Female,23.0,Credit Card
C140383,Female,55.0,Credit Card
C213259,Female,28.0,Debit Card
C940250,Female,21.0,Credit Card
C318598,Male,49.0,Credit Card
C184496,Female,22.0,Cash
C692563,Male,66.0,Credit Card
C211380,Female,63.0,Cash
C271491,Male,41.0,Credit Card
C727862,Female,37.0,Credit Card
C251158,Male,57.0,Cash
C902383,Male,69.0,Credit Card
C106552,Female,21.0,Cash
C197725,Male,59.0,Credit Card
C314563,Female,22.0,Cash
C703480,Male,19.0,Credit Card
C169472,Male,69.0,Credit Card
C332388,Female,19.0,Debit Card
C176194,Female,61.0,Cash
C286623,Female,66.0,Cash
C545121,Female,65.0,Cash
C141136,Male,47.0,Credit Card
C201393,Male,59.0,Cash
C201911,Female,24.0,Cash
C308492,Female,57.0,Cash
C215122,Female,23.0,Cash
C214266,Male,39.0,Credit Card
C290146,Male,23.0,Credit Card
C200160,Male,54.0,Cash
C239978,Male,48.0,Debit Card
C195634,Female,67.0,Debit Card
C176959,Female,18.0,Credit Card
C985712,Male,52.0,Debit Card
C597126,Male,29.0,Credit Card
C879359,Male,61.0,Cash
C597815,Male,45.0,Cash
C114073,Male,43.0,Credit Card
C376123,Male,40.0,Cash
C794654,Female,23.0,Cash
C909104,Female,36.0,Cash
C905579,Female,31.0,Cash
C483550,Male,37.0,Credit Card
C102967,Female,62.0,Debit Card
C450176,Female,38.0,Credit Card
C322698,Female,31.0,Cash
C539629,Female,50.0,Credit Card
C222608,Female,49.0,Cash
C290121,Female,25.0,Debit Card
C171814,Female,45.0,Credit Card
C286299,Male,50.0,Debit Card
C303317,Male,22.0,Cash
C262372,Female,26.0,Debit Card
C252144,Male,60.0,Credit Card
C816805,Female,42.0,Credit Card
C284836,Male,62.0,Debit Card
C164458,Female,29.0,Cash
C257608,Female,32.0,Credit Card
C133865,Male,50.0,Debit Card
C360905,Female,27.0,Debit Card
C204069,Female,61.0,Credit Card
C339966,Male,61.0,Cash
C125038,Male,36.0,Credit Card
C313197,Male,59.0,Cash
C799538,Female,27.0,Cash
C170048,Female,33.0,Cash
C274631,Female,44.0,Credit Card
C270478,Male,21.0,Debit Card
C159934,Male,34.0,Cash
C178535,Male,34.0,Cash
C292674,Male,31.0,Credit Card
C102249,Male,26.0,Debit Card
C338229,Female,45.0,Cash
C966772,Female,67.0,Credit Card
C167363,Female,32.0,Cash
C272878,Female,52.0,Cash
C184396,Male,54.0,Credit Card
C274000,Male,50.0,Cash
C252871,Female,53.0,Cash
C135295,Male,43.0,Cash
C117453,Male,64.0,Cash
C211474,Female,33.0,Debit Card
C188343,Male,65.0,Cash
C110959,Male,31.0,Cash
C162077,Female,38.0,Debit Card
C149290,Female,64.0,Cash
C205122,Female,43.0,Credit Card
C424983,Male,60.0,Debit Card
C154255,Male,44.0,Credit Card
C225769,Male,40.0,Cash
C460742,Male,55.0,Cash
C113656,Male,28.0,Cash
C277890,Female,26.0,Cash
C301939,Female,48.0,Cash
C419049,Female,44.0,Credit Card
C332650,Female,22.0,Debit Card
C293783,Female,69.0,Cash
C946791,Female,28.0,Cash
C225140,Female,30.0,Debit Card
C330673,Male,24.0,Credit Card
C195279,Female,26.0,Debit Card
C679357,Female,46.0,Debit Card
C724925,Male,29.0,Cash
C314938,Female,37.0,Credit Card
C172887,Female,55.0,Credit Card
C160607,Male,37.0,Debit Card
C847193,Male,69.0,Cash
C148357,Male,47.0,Credit Card
C144601,Female,37.0,Cash
C109655,Male,19.0,Credit Card
C139007,Female,22.0,Credit Card
C105607,Male,47.0,Credit Card
C157355,Female,63.0,Debit Card
C295062,Female,51.0,Cash
C163181,Female,50.0,Cash
C162029,Male,69.0,Credit Card
C179275,Female,47.0,Debit Card
C396924,Male,38.0,Debit Card
C817685,Female,60.0,Debit Card
C152292,Male,23.0,Credit Card
C245554,Female,50.0,Debit Card
C193021,Female,64.0,Cash
C172088,Female,37.0,Cash
C270153,Female,29.0,Debit Card
C975767,Male,57.0,Debit Card
C937398,Female,62.0,Credit Card
C168629,Female,41.0,Cash
C435215,Female,33.0,Debit Card
C274718,Male,35.0,Cash
C994684,Male,21.0,Debit Card
C900938,Female,42.0,Cash
